Country,Trade,Value_USD,Month,Year
Ixraen,Import,32531018,10,2016
Ixraen,Export,36416649,11,2016
Ixraen,Import,38149912,11,2016
Ixraen,Export,49015499,12,2016
Ixraen,Import,99622346,12,2016
Japan,Export,1169606846,1,2016
Japan,Import,989759492,1,2016
Japan,Export,867757726,2,2016
Japan,Import,976953141,2,2016
Japan,Export,1210209144,3,2016
Japan,Import,1195765136,3,2016
Japan,Export,1075676511,4,2016
Japan,Import,1211452738,4,2016
Japan,Export,1127091879,5,2016
Japan,Import,1195521182,5,2016
Japan,Export,1224082432,6,2016
Japan,Import,1298843150,6,2016
Japan,Export,1277799444,7,2016
Japan,Import,1284825521,7,2016
Japan,Export,1477386596,8,2016
Japan,Import,1392575498,8,2016
Japan,Export,1269701844,9,2016
Japan,Import,1312435248,9,2016
Japan,Export,1246538227,10,2016
Japan,Import,1366289530,10,2016
Japan,Export,1329127410,11,2016
Japan,Import,1357523565,11,2016
Japan,Export,1401735941,12,2016
Japan,Import,1451913393,12,2016
Kazakhstan,Export,0,1,2016
Kazakhstan,Import,1896703,1,2016
Kazakhstan,Export,0,2,2016
Kazakhstan,Import,238802,2,2016
Kazakhstan,Export,0,3,2016
Kazakhstan,Import,2612095,3,2016
Kazakhstan,Export,0,4,2016
Kazakhstan,Import,4728232,4,2016
Kazakhstan,Export,0,5,2016
Kazakhstan,Import,1699986,5,2016
Kazakhstan,Export,0,6,2016
Kazakhstan,Import,5459718,6,2016
Kazakhstan,Export,0,7,2016
Kazakhstan,Import,5527456,7,2016
Kazakhstan,Export,0,8,2016
Kazakhstan,Import,5031576,8,2016
Kazakhstan,Export,0,9,2016
Kazakhstan,Import,2783032,9,2016
Kazakhstan,Export,0,10,2016
Kazakhstan,Import,13338668,10,2016
Kazakhstan,Export,0,11,2016
Kazakhstan,Import,4705974,11,2016
Kazakhstan,Export,0,12,2016
Kazakhstan,Import,7911451,12,2016
Korea,Export,737093886,1,2016
Korea,Import,2078883807,1,2016
Korea,Export,735300160,2,2016
Korea,Import,2085115451,2,2016
Korea,Export,971756367,3,2016
Korea,Import,2682237858,3,2016
Korea,Export,900041775,4,2016
Korea,Import,2579909696,4,2016
Korea,Export,853428967,5,2016
Korea,Import,2730984451,5,2016
Korea,Export,928591610,6,2016
Korea,Import,2611469117,6,2016
Korea,Export,907043358,7,2016
Korea,Import,2733848562,7,2016
Korea,Export,1206001810,8,2016
Korea,Import,2760818180,8,2016
Korea,Export,1122489845,9,2016
Korea,Import,2756156305,9,2016
Korea,Export,1071257593,10,2016
Korea,Import,2983003044,10,2016
Korea,Export,979500540,11,2016
Korea,Import,2873494816,11,2016
Korea,Export,1006164247,12,2016
Korea,Import,3158025675,12,2016
Kuwait,Export,5781612,1,2016
Kuwait,Import,3082475,1,2016
Kuwait,Export,7223783,2,2016
Kuwait,Import,1294868,2,2016
Kuwait,Export,11317809,3,2016
Kuwait,Import,5378312,3,2016
Kuwait,Export,3768698,4,2016
Kuwait,Import,3222326,4,2016
Kuwait,Export,4882960,5,2016
Kuwait,Import,5253669,5,2016
Kuwait,Export,5784458,6,2016
Kuwait,Import,5351656,6,2016
Kuwait,Export,6082360,7,2016
Kuwait,Import,3624683,7,2016
Kuwait,Export,5353106,8,2016
Kuwait,Import,7367405,8,2016
Kuwait,Export,7980998,9,2016
Kuwait,Import,6267260,9,2016
Kuwait,Export,5984790,10,2016
Kuwait,Import,25544809,10,2016
Kuwait,Export,3756125,11,2016
Kuwait,Import,31717936,11,2016
Kuwait,Export,5344011,12,2016
Kuwait,Import,12254028,12,2016
Lao PDR,Export,39441397,1,2016
Lao PDR,Import,31058947,1,2016
Lao PDR,Export,26220963,2,2016
Lao PDR,Import,38608073,2,2016
Lao PDR,Export,45256309,3,2016
Lao PDR,Import,47378802,3,2016
Lao PDR,Export,41117500,4,2016
Lao PDR,Import,41440526,4,2016
Lao PDR,Export,42920562,5,2016
Lao PDR,Import,21458972,5,2016
Lao PDR,Export,39323438,6,2016
Lao PDR,Import,19048523,6,2016
Lao PDR,Export,33760753,7,2016
Lao PDR,Import,18665703,7,2016
Lao PDR,Export,35575033,8,2016
Lao PDR,Import,19048416,8,2016
Lao PDR,Export,34299856,9,2016
Lao PDR,Import,16895013,9,2016
Lao PDR,Export,41226149,10,2016
Lao PDR,Import,30080258,10,2016
Lao PDR,Export,41719036,11,2016
Lao PDR,Import,30070361,11,2016
Lao PDR,Export,57214032,12,2016
Lao PDR,Import,31606747,12,2016
Latvia,Export,10956966,1,2016
Latvia,Import,452710,1,2016
Latvia,Export,7483681,2,2016
Latvia,Import,795372,2,2016
Latvia,Export,11404289,3,2016
Latvia,Import,992000,3,2016
Latvia,Export,14222633,4,2016
Latvia,Import,755077,4,2016
Latvia,Export,13483811,5,2016
Latvia,Import,337343,5,2016
Latvia,Export,11419359,6,2016
Latvia,Import,272000,6,2016
Latvia,Export,13295469,7,2016
Latvia,Import,887315,7,2016
Latvia,Export,16391585,8,2016
Latvia,Import,626526,8,2016
Latvia,Export,12090073,9,2016
Latvia,Import,640038,9,2016
Latvia,Export,14208042,10,2016
Latvia,Import,859093,10,2016
Latvia,Export,14796487,11,2016
Latvia,Import,780260,11,2016
Latvia,Export,12650804,12,2016
Latvia,Import,1123872,12,2016
Litva,Export,4009624,1,2016
Litva,Import,1531491,1,2016
Litva,Export,2768350,2,2016
Litva,Import,884818,2,2016
Litva,Export,3418353,3,2016
Litva,Import,1127815,3,2016
Litva,Export,3256735,4,2016
Litva,Import,686539,4,2016
Litva,Export,3292190,5,2016
Litva,Import,886830,5,2016
Litva,Export,4676939,6,2016
Litva,Import,2318524,6,2016
Litva,Export,3776313,7,2016
Litva,Import,982876,7,2016
Litva,Export,4731668,8,2016
Litva,Import,2027139,8,2016
Litva,Export,4427138,9,2016
Litva,Import,1129108,9,2016
Litva,Export,4988851,10,2016
Litva,Import,986068,10,2016
Litva,Export,3586563,11,2016
Litva,Import,13979312,11,2016
Litva,Export,5412326,12,2016
Litva,Import,1467941,12,2016
Luxembourg,Export,3080086,1,2016
Luxembourg,Import,1681239,1,2016
Luxembourg,Export,2713632,2,2016
Luxembourg,Import,1226326,2,2016
Luxembourg,Export,2560379,3,2016
Luxembourg,Import,2322305,3,2016
Luxembourg,Export,2618092,4,2016
Luxembourg,Import,2052470,4,2016
Luxembourg,Export,2988187,5,2016
Luxembourg,Import,1722215,5,2016
Luxembourg,Export,2256313,6,2016
Luxembourg,Import,718522,6,2016
Luxembourg,Export,2763396,7,2016
Luxembourg,Import,996687,7,2016
Luxembourg,Export,2448432,8,2016
Luxembourg,Import,2223743,8,2016
Luxembourg,Export,2832457,9,2016
Luxembourg,Import,974939,9,2016
Luxembourg,Export,3377315,10,2016
Luxembourg,Import,2333386,10,2016
Luxembourg,Export,2197661,11,2016
Luxembourg,Import,2994351,11,2016
Luxembourg,Export,1789069,12,2016
Luxembourg,Import,3461372,12,2016
Malaysia,Export,221377680,1,2016
Malaysia,Import,294662731,1,2016
Malaysia,Export,162903902,2,2016
Malaysia,Import,260867751,2,2016
Malaysia,Export,269749640,3,2016
Malaysia,Import,415420714,3,2016
Malaysia,Export,212678716,4,2016
Malaysia,Import,505102817,4,2016
Malaysia,Export,237903067,5,2016
Malaysia,Import,525925568,5,2016
Malaysia,Export,265263868,6,2016
Malaysia,Import,495701295,6,2016
Malaysia,Export,301827236,7,2016
Malaysia,Import,425474212,7,2016
Malaysia,Export,326534811,8,2016
Malaysia,Import,406311293,8,2016
Malaysia,Export,322886468,9,2016
Malaysia,Import,371981402,9,2016
Malaysia,Export,319962467,10,2016
Malaysia,Import,424274347,10,2016
Malaysia,Export,344211958,11,2016
Malaysia,Import,454058142,11,2016
Malaysia,Export,357790185,12,2016
Malaysia,Import,533783890,12,2016
Malta,Export,0,1,2016
Malta,Import,2157307,1,2016
Malta,Export,346841,2,2016
Malta,Import,2200994,2,2016
Malta,Export,200639,3,2016
Malta,Import,4241112,3,2016
Malta,Export,467370,4,2016
Malta,Import,3097002,4,2016
Malta,Export,33818561,5,2016
Malta,Import,2685646,5,2016
Malta,Export,636059,6,2016
Malta,Import,4150380,6,2016
Malta,Export,663177,7,2016
Malta,Import,2782874,7,2016
Malta,Export,1043775,8,2016
Malta,Import,6619387,8,2016
Malta,Export,1123889,9,2016
Malta,Import,1427330,9,2016
Malta,Export,31822403,10,2016
Malta,Import,3971675,10,2016
Malta,Export,1270930,11,2016
Malta,Import,1523631,11,2016
Malta,Export,1332078,12,2016
Malta,Import,1748523,12,2016
Mexico,Export,140197421,1,2016
Mexico,Import,27948960,1,2016
Mexico,Export,117016742,2,2016
Mexico,Import,35299489,2,2016
Mexico,Export,139530517,3,2016
Mexico,Import,37543138,3,2016
Mexico,Export,188679815,4,2016
Mexico,Import,49178704,4,2016
Mexico,Export,150173979,5,2016
Mexico,Import,36277570,5,2016
Mexico,Export,148535804,6,2016
Mexico,Import,34339717,6,2016
Mexico,Export,149849730,7,2016
Mexico,Import,40948772,7,2016
Mexico,Export,172637116,8,2016
Mexico,Import,50714337,8,2016
Mexico,Export,177250993,9,2016
Mexico,Import,38713096,9,2016
Mexico,Export,207858834,10,2016
Mexico,Import,42554315,10,2016
Mexico,Export,157648645,11,2016
Mexico,Import,33501730,11,2016
Mexico,Export,139228188,12,2016
Mexico,Import,53479807,12,2016
Myanmar,Export,38360733,1,2016
Myanmar,Import,2258474,1,2016
Myanmar,Export,34019170,2,2016
Myanmar,Import,6498585,2,2016
Myanmar,Export,40222201,3,2016
Myanmar,Import,6142402,3,2016
Myanmar,Export,36075110,4,2016
Myanmar,Import,5209147,4,2016
Myanmar,Export,37713445,5,2016
Myanmar,Import,3411194,5,2016
Myanmar,Export,36996649,6,2016
Myanmar,Import,6277204,6,2016
Myanmar,Export,38923661,7,2016
Myanmar,Import,7269557,7,2016
Myanmar,Export,38138962,8,2016
Myanmar,Import,6632870,8,2016
Myanmar,Export,36059846,9,2016
Myanmar,Import,6008624,9,2016
Myanmar,Export,38731172,10,2016
Myanmar,Import,6409862,10,2016
Myanmar,Export,42445234,11,2016
Myanmar,Import,18649669,11,2016
Myanmar,Export,44255333,12,2016
Myanmar,Import,11612402,12,2016
Netherlands,Export,488015271,1,2016
Netherlands,Import,50938895,1,2016
Netherlands,Export,334021371,2,2016
Netherlands,Import,39859054,2,2016
Netherlands,Export,467944387,3,2016
Netherlands,Import,50957517,3,2016
Netherlands,Export,489989491,4,2016
Netherlands,Import,54351869,4,2016
Netherlands,Export,479916920,5,2016
Netherlands,Import,55095861,5,2016
Netherlands,Export,508760293,6,2016
Netherlands,Import,61940018,6,2016
Netherlands,Export,507003415,7,2016
Netherlands,Import,57806107,7,2016
Netherlands,Export,544889439,8,2016
Netherlands,Import,67020576,8,2016
Netherlands,Export,492458416,9,2016
Netherlands,Import,62600958,9,2016
Netherlands,Export,510922614,10,2016
Netherlands,Import,62576465,10,2016
Netherlands,Export,568954500,11,2016
Netherlands,Import,57877094,11,2016
Netherlands,Export,621176024,12,2016
Netherlands,Import,52126162,12,2016
New Zealand,Export,21012421,1,2016
New Zealand,Import,45561554,1,2016
New Zealand,Export,21823445,2,2016
New Zealand,Import,32738288,2,2016
New Zealand,Export,29739276,3,2016
New Zealand,Import,25424766,3,2016
New Zealand,Export,33330811,4,2016
New Zealand,Import,23216178,4,2016
New Zealand,Export,34789988,5,2016
New Zealand,Import,26279902,5,2016
New Zealand,Export,25516015,6,2016
New Zealand,Import,30518021,6,2016
New Zealand,Export,31610579,7,2016
New Zealand,Import,26819225,7,2016
New Zealand,Export,36878386,8,2016
New Zealand,Import,36680344,8,2016
New Zealand,Export,31227711,9,2016
New Zealand,Import,20096203,9,2016
New Zealand,Export,33898455,10,2016
New Zealand,Import,22135487,10,2016
New Zealand,Export,28289343,11,2016
New Zealand,Import,31137994,11,2016
New Zealand,Export,31814918,12,2016
New Zealand,Import,36272322,12,2016
Norway,Export,12885520,1,2016
Norway,Import,27675612,1,2016
Norway,Export,8256483,2,2016
Norway,Import,13703826,2,2016
Norway,Export,8255330,3,2016
Norway,Import,24611147,3,2016
Norway,Export,8169574,4,2016
Norway,Import,19902231,4,2016
Norway,Export,9822044,5,2016
Norway,Import,22114809,5,2016
Norway,Export,9798949,6,2016
Norway,Import,20412720,6,2016
Norway,Export,8184544,7,2016
Norway,Import,34603566,7,2016
Norway,Export,9682231,8,2016
Norway,Import,16527548,8,2016
Norway,Export,5250672,9,2016
Norway,Import,16704690,9,2016
Norway,Export,9584460,10,2016
Norway,Import,23684860,10,2016
Norway,Export,8480043,11,2016
Norway,Import,23406938,11,2016
Norway,Export,19386319,12,2016
Norway,Import,19086734,12,2016
Pakixtan,Export,34568045,1,2016
Pakixtan,Import,9018991,1,2016
Pakixtan,Export,24397661,2,2016
Pakixtan,Import,9558473,2,2016
Pakixtan,Export,43248735,3,2016
Pakixtan,Import,9749595,3,2016
Pakixtan,Export,35683968,4,2016
Pakixtan,Import,9306645,4,2016
Pakixtan,Export,34435877,5,2016
Pakixtan,Import,8803353,5,2016
Pakixtan,Export,36422818,6,2016
Pakixtan,Import,8304326,6,2016
Pakixtan,Export,31096156,7,2016
Pakixtan,Import,7829696,7,2016
Pakixtan,Export,36333944,8,2016
Pakixtan,Import,11243574,8,2016
Pakixtan,Export,37435924,9,2016
Pakixtan,Import,8416909,9,2016
Pakixtan,Export,36123096,10,2016
Pakixtan,Import,13240349,10,2016
Pakixtan,Export,42755260,11,2016
Pakixtan,Import,19707975,11,2016
Pakixtan,Export,43576213,12,2016
Pakixtan,Import,13509311,12,2016
Peru,Export,23533829,1,2016
Peru,Import,5358403,1,2016
Peru,Export,12890800,2,2016
Peru,Import,2815349,2,2016
Peru,Export,27607142,3,2016
Peru,Import,6362183,3,2016
Peru,Export,22183167,4,2016
Peru,Import,6352620,4,2016
Peru,Export,27633758,5,2016
Peru,Import,1880298,5,2016
Peru,Export,27643610,6,2016
Peru,Import,4023152,6,2016
Peru,Export,17099614,7,2016
Peru,Import,3448648,7,2016
Peru,Export,15980195,8,2016
Peru,Import,6337325,8,2016
Peru,Export,28366960,9,2016
Peru,Import,12291610,9,2016
Peru,Export,29683242,10,2016
Peru,Import,14885244,10,2016
Peru,Export,25071404,11,2016
Peru,Import,7307797,11,2016
Peru,Export,19795350,12,2016
Peru,Import,5125432,12,2016
Philippines,Export,184964150,1,2016
Philippines,Import,66784149,1,2016
Philippines,Export,148664739,2,2016
Philippines,Import,63500403,2,2016
Philippines,Export,200470426,3,2016
Philippines,Import,85993996,3,2016
Philippines,Export,178960976,4,2016
Philippines,Import,74920196,4,2016
Philippines,Export,187499474,5,2016
Philippines,Import,77682281,5,2016
Philippines,Export,178634130,6,2016
Philippines,Import,73807371,6,2016
Philippines,Export,183011738,7,2016
Philippines,Import,80863242,7,2016
Philippines,Export,176001887,8,2016
Philippines,Import,97775732,8,2016
Philippines,Export,231450118,9,2016
Philippines,Import,107981721,9,2016
Philippines,Export,185239047,10,2016
Philippines,Import,101154813,10,2016
Philippines,Export,180228642,11,2016
Philippines,Import,114443566,11,2016
Philippines,Export,185825034,12,2016
Philippines,Import,113999987,12,2016
Poland,Export,49105759,1,2016
Poland,Import,15525685,1,2016
Poland,Export,36131061,2,2016
Poland,Import,15263134,2,2016
Poland,Export,51700770,3,2016
Poland,Import,14258054,3,2016
Poland,Export,54116872,4,2016
Poland,Import,13456882,4,2016
Poland,Export,47502473,5,2016
Poland,Import,13463447,5,2016
Poland,Export,60683545,6,2016
Poland,Import,13985645,6,2016
Poland,Export,54983098,7,2016
Poland,Import,15148525,7,2016
Poland,Export,48483576,8,2016
Poland,Import,18158674,8,2016
Poland,Export,52937804,9,2016
Poland,Import,15356394,9,2016
Poland,Export,46476716,10,2016
Poland,Import,19045767,10,2016
Poland,Export,46354251,11,2016
Poland,Import,17316462,11,2016
Poland,Export,49296716,12,2016
Poland,Import,20813372,12,2016
Portugal,Export,23688587,1,2016
Portugal,Import,5071826,1,2016
Portugal,Export,16581019,2,2016
Portugal,Import,2023840,2,2016
Portugal,Export,23451044,3,2016
Portugal,Import,5232157,3,2016
Portugal,Export,23510184,4,2016
Portugal,Import,2599685,4,2016
Portugal,Export,23956967,5,2016
Portugal,Import,2554494,5,2016
Portugal,Export,24506099,6,2016
Portugal,Import,5230606,6,2016
Portugal,Export,27479155,7,2016
Portugal,Import,4713159,7,2016
Portugal,Export,31438295,8,2016
Portugal,Import,6652610,8,2016
Portugal,Export,28081665,9,2016
Portugal,Import,2220221,9,2016
Portugal,Export,25278739,10,2016
Portugal,Import,4576233,10,2016
Portugal,Export,25307177,11,2016
Portugal,Import,6264869,11,2016
Portugal,Export,18792848,12,2016
Portugal,Import,3362466,12,2016
Romania,Export,9211023,1,2016
Romania,Import,2032127,1,2016
Romania,Export,6202253,2,2016
Romania,Import,3389281,2,2016
Romania,Export,8780990,3,2016
Romania,Import,3358034,3,2016
Romania,Export,7402151,4,2016
Romania,Import,5772424,4,2016
Romania,Export,7151690,5,2016
Romania,Import,4176281,5,2016
Romania,Export,7043274,6,2016
Romania,Import,5484864,6,2016
Romania,Export,8767179,7,2016
Romania,Import,5232083,7,2016
Romania,Export,8950015,8,2016
Romania,Import,20433178,8,2016
Romania,Export,8264764,9,2016
Romania,Import,61764659,9,2016
Romania,Export,7695789,10,2016
Romania,Import,24623692,10,2016
Romania,Export,8166423,11,2016
Romania,Import,15508307,11,2016
Romania,Export,9575633,12,2016
Romania,Import,16525622,12,2016
Russia Federation,Export,112613830,1,2016
Russia Federation,Import,71774420,1,2016
Russia Federation,Export,98761743,2,2016
Russia Federation,Import,72310608,2,2016
Russia Federation,Export,126727358,3,2016
Russia Federation,Import,109723416,3,2016
Russia Federation,Export,140213370,4,2016
Russia Federation,Import,104628637,4,2016
Russia Federation,Export,130567327,5,2016
Russia Federation,Import,112453063,5,2016
Russia Federation,Export,140620079,6,2016
Russia Federation,Import,103354279,6,2016
Russia Federation,Export,161565392,7,2016
Russia Federation,Import,77592461,7,2016
Russia Federation,Export,134740993,8,2016
Russia Federation,Import,78185910,8,2016
Russia Federation,Export,126844139,9,2016
Russia Federation,Import,95727959,9,2016
Russia Federation,Export,167003577,10,2016
Russia Federation,Import,68458311,10,2016
Russia Federation,Export,164475257,11,2016
Russia Federation,Import,126901386,11,2016
Russia Federation,Export,112268965,12,2016
Russia Federation,Import,103516059,12,2016
Saudi Arabia,Export,25238373,1,2016
Saudi Arabia,Import,75567033,1,2016
Saudi Arabia,Export,32287997,2,2016
Saudi Arabia,Import,44538019,2,2016
Saudi Arabia,Export,52358383,3,2016
Saudi Arabia,Import,109467088,3,2016
Saudi Arabia,Export,32549747,4,2016
Saudi Arabia,Import,81497940,4,2016
Saudi Arabia,Export,32230759,5,2016
Saudi Arabia,Import,101566305,5,2016
Saudi Arabia,Export,30275220,6,2016
Saudi Arabia,Import,78913688,6,2016
Saudi Arabia,Export,27153785,7,2016
Saudi Arabia,Import,82554624,7,2016
Saudi Arabia,Export,46075298,8,2016
Saudi Arabia,Import,132035444,8,2016
Saudi Arabia,Export,26564284,9,2016
Saudi Arabia,Import,103207531,9,2016
Saudi Arabia,Export,31218167,10,2016
Saudi Arabia,Import,99345255,10,2016
Saudi Arabia,Export,25158782,11,2016
Saudi Arabia,Import,130832817,11,2016
Saudi Arabia,Export,33220102,12,2016
Saudi Arabia,Import,125751611,12,2016
Senegal,Export,2210026,1,2016
Senegal,Import,0,1,2016
Senegal,Export,2164999,2,2016
Senegal,Import,0,2,2016
Senegal,Export,6186004,3,2016
Senegal,Import,0,3,2016
Senegal,Export,2689334,4,2016
Senegal,Import,0,4,2016
Senegal,Export,3195663,5,2016
Senegal,Import,0,5,2016
Senegal,Export,2213712,6,2016
Senegal,Import,0,6,2016
Senegal,Export,2074796,7,2016
Senegal,Import,0,7,2016
Senegal,Export,743316,8,2016
Senegal,Import,0,8,2016
Senegal,Export,712436,9,2016
Senegal,Import,0,9,2016
Senegal,Export,1707718,10,2016
Senegal,Import,0,10,2016
Senegal,Export,711136,11,2016
Senegal,Import,0,11,2016
Senegal,Export,2259830,12,2016
Senegal,Import,0,12,2016
Singapore,Export,163020189,1,2016
Singapore,Import,436903808,1,2016
Singapore,Export,161236091,2,2016
Singapore,Import,362080375,2,2016
Singapore,Export,193004078,3,2016
Singapore,Import,517388383,3,2016
Singapore,Export,186240321,4,2016
Singapore,Import,438544212,4,2016
Singapore,Export,181932662,5,2016
Singapore,Import,419509018,5,2016
Singapore,Export,190980164,6,2016
Singapore,Import,391321563,6,2016
Singapore,Export,198404713,7,2016
Singapore,Import,356449450,7,2016
Singapore,Export,202056171,8,2016
Singapore,Import,354033666,8,2016
Singapore,Export,245819204,9,2016
Singapore,Import,314259282,9,2016
Singapore,Export,183429694,10,2016
Singapore,Import,396325392,10,2016
Singapore,Export,186559706,11,2016
Singapore,Import,344673225,11,2016
Singapore,Export,344239622,12,2016
Singapore,Import,377494600,12,2016
Slovakia,Export,27093000,1,2016
Slovakia,Import,1735292,1,2016
Slovakia,Export,12013000,2,2016
Slovakia,Import,840688,2,2016
Slovakia,Export,23985895,3,2016
Slovakia,Import,5583535,3,2016
Slovakia,Export,31598000,4,2016
Slovakia,Import,1619895,4,2016
Slovakia,Export,39506000,5,2016
Slovakia,Import,3076317,5,2016
Slovakia,Export,34855000,6,2016
Slovakia,Import,6013787,6,2016
Slovakia,Export,33765478,7,2016
Slovakia,Import,1171917,7,2016
Slovakia,Export,35004255,8,2016
Slovakia,Import,1675398,8,2016
Slovakia,Export,34060009,9,2016
Slovakia,Import,3024184,9,2016
Slovakia,Export,53135311,10,2016
Slovakia,Import,2085027,10,2016
Slovakia,Export,47284071,11,2016
Slovakia,Import,1666604,11,2016
Slovakia,Export,44420694,12,2016
Slovakia,Import,3342021,12,2016
Slovenia,Export,24357676,1,2016
Slovenia,Import,3104606,1,2016
Slovenia,Export,15227181,2,2016
Slovenia,Import,910801,2,2016
Slovenia,Export,17981901,3,2016
Slovenia,Import,2541864,3,2016
Slovenia,Export,20639905,4,2016
Slovenia,Import,3109038,4,2016
Slovenia,Export,18260950,5,2016
Slovenia,Import,3551130,5,2016
Slovenia,Export,22141977,6,2016
Slovenia,Import,2111562,6,2016
Slovenia,Export,32582298,7,2016
Slovenia,Import,2706512,7,2016
Slovenia,Export,25767261,8,2016
Slovenia,Import,4351919,8,2016
Slovenia,Export,20809549,9,2016
Slovenia,Import,3149735,9,2016
Slovenia,Export,22648790,10,2016
Slovenia,Import,3224182,10,2016
Slovenia,Export,22221580,11,2016
Slovenia,Import,3614364,11,2016
Slovenia,Export,21900970,12,2016
Slovenia,Import,2680925,12,2016
South Africa,Export,82206742,1,2016
South Africa,Import,7207537,1,2016
South Africa,Export,73668404,2,2016
South Africa,Import,4597779,2,2016
South Africa,Export,91459809,3,2016
South Africa,Import,7759620,3,2016
South Africa,Export,85145474,4,2016
South Africa,Import,10785669,4,2016
South Africa,Export,74744842,5,2016
South Africa,Import,7530136,5,2016
South Africa,Export,66198395,6,2016
South Africa,Import,13537252,6,2016
South Africa,Export,70608633,7,2016
South Africa,Import,10974586,7,2016
South Africa,Export,69223468,8,2016
South Africa,Import,19352998,8,2016
South Africa,Export,65104876,9,2016
South Africa,Import,12835902,9,2016
South Africa,Export,79391741,10,2016
South Africa,Import,15204441,10,2016
South Africa,Export,69586233,11,2016
South Africa,Import,22855201,11,2016
South Africa,Export,41487699,12,2016
South Africa,Import,15071451,12,2016
Spain,Export,170991722,1,2016
Spain,Import,34649549,1,2016
Spain,Export,133780451,2,2016
Spain,Import,23365470,2,2016
Spain,Export,174481023,3,2016
Spain,Import,36092909,3,2016
Spain,Export,169641488,4,2016
Spain,Import,40989330,4,2016
Spain,Export,185172626,5,2016
Spain,Import,36272832,5,2016
Spain,Export,219210301,6,2016
Spain,Import,45628502,6,2016
Spain,Export,225569668,7,2016
Spain,Import,37160333,7,2016
Spain,Export,210332477,8,2016
Spain,Import,42154347,8,2016
Spain,Export,182107444,9,2016
Spain,Import,30733575,9,2016
Spain,Export,165805669,10,2016
Spain,Import,32799629,10,2016
Spain,Export,203178430,11,2016
Spain,Import,39241347,11,2016
Spain,Export,253494500,12,2016
Spain,Import,48951951,12,2016
Sweden,Export,56364673,1,2016
Sweden,Import,24869423,1,2016
Sweden,Export,63691048,2,2016
Sweden,Import,14516225,2,2016
Sweden,Export,93542823,3,2016
Sweden,Import,31004557,3,2016
Sweden,Export,72315086,4,2016
Sweden,Import,32485237,4,2016
Sweden,Export,87961914,5,2016
Sweden,Import,16097471,5,2016
Sweden,Export,64030516,6,2016
Sweden,Import,16619198,6,2016
Sweden,Export,71115768,7,2016
Sweden,Import,27794444,7,2016
Sweden,Export,78409663,8,2016
Sweden,Import,19139308,8,2016
Sweden,Export,64672494,9,2016
Sweden,Import,16426289,9,2016
Sweden,Export,74265565,10,2016
Sweden,Import,25684212,10,2016
Sweden,Export,104513270,11,2016
Sweden,Import,27331362,11,2016
Sweden,Export,83899073,12,2016
Sweden,Import,38510928,12,2016
Switzerland,Export,49272186,1,2016
Switzerland,Import,26380963,1,2016
Switzerland,Export,12825074,2,2016
Switzerland,Import,31158456,2,2016
Switzerland,Export,60796127,3,2016
Switzerland,Import,29487013,3,2016
Switzerland,Export,69163059,4,2016
Switzerland,Import,32529687,4,2016
Switzerland,Export,103109945,5,2016
Switzerland,Import,31938705,5,2016
Switzerland,Export,110901536,6,2016
Switzerland,Import,71568100,6,2016
Switzerland,Export,62222474,7,2016
Switzerland,Import,40084979,7,2016
Switzerland,Export,51393782,8,2016
Switzerland,Import,27875141,8,2016
Switzerland,Export,20876641,9,2016
Switzerland,Import,45330751,9,2016
Switzerland,Export,16197518,10,2016
Switzerland,Import,39322531,10,2016
Switzerland,Export,19491778,11,2016
Switzerland,Import,38545322,11,2016
Switzerland,Export,16974486,12,2016
Switzerland,Import,88453301,12,2016
Taiwan,Export,161480133,1,2016
Taiwan,Import,835314011,1,2016
Taiwan,Export,114690879,2,2016
Taiwan,Import,682033441,2,2016
Taiwan,Export,195102872,3,2016
Taiwan,Import,1061240566,3,2016
Taiwan,Export,161205233,4,2016
Taiwan,Import,901611530,4,2016
Taiwan,Export,175600472,5,2016
Taiwan,Import,913723766,5,2016
Taiwan,Export,189251723,6,2016
Taiwan,Import,930658245,6,2016
Taiwan,Export,191475722,7,2016
Taiwan,Import,911089970,7,2016
Taiwan,Export,224405345,8,2016
Taiwan,Import,1037735231,8,2016
Taiwan,Export,200898809,9,2016
Taiwan,Import,930359794,9,2016
Taiwan,Export,192259395,10,2016
Taiwan,Import,1038591375,10,2016
Taiwan,Export,217150618,11,2016
Taiwan,Import,998682153,11,2016
Taiwan,Export,248668617,12,2016
Taiwan,Import,980248578,12,2016
Thailand,Export,287388050,1,2016
Thailand,Import,598407181,1,2016
Thailand,Export,216862862,2,2016
Thailand,Import,497360795,2,2016
Thailand,Export,331920117,3,2016
Thailand,Import,722778497,3,2016
Thailand,Export,287212908,4,2016
Thailand,Import,610947006,4,2016
Thailand,Export,322113754,5,2016
Thailand,Import,729214304,5,2016
Thailand,Export,328003280,6,2016
Thailand,Import,739261696,6,2016
Thailand,Export,311375804,7,2016
Thailand,Import,715090215,7,2016
Thailand,Export,342599458,8,2016
Thailand,Import,798651668,8,2016
Thailand,Export,294489194,9,2016
Thailand,Import,759340872,9,2016
Thailand,Export,322415802,10,2016
Thailand,Import,770759213,10,2016
Thailand,Export,326444288,11,2016
Thailand,Import,898047077,11,2016
Thailand,Export,322502617,12,2016
Thailand,Import,955760172,12,2016
Turkey,Export,70952357,1,2016
Turkey,Import,10959354,1,2016
Turkey,Export,78740420,2,2016
Turkey,Import,11212384,2,2016
Turkey,Export,131236943,3,2016
Turkey,Import,13330809,3,2016
